id,trail_id,trail_name,description,latitude,longitude,park_name,distance,url,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.8721,-119.374,Yosemite National Park""",1290.53,http://www.nps.gov/,,,,,,,,,
630,1252,Sequoia & Kings National Park ,"<p>
	Sequoia and Kings Canyon National Parks lie side by side in the southern Sierra Nevada, east of the San Joaquin Valley.</p>
<div>
	One of the crown jewels of the National Park System, this park encompasses huge mountains, rugged foothills, deep canyons, vast caverns, and the world&#39;s largest trees!</div>
<div>
	&nbsp;</div>
<div>
	More info <a href=http://www.nps.gov/seki/index.htm"" target=""_blank"">here</a></div>",,,,,,,,
<div>,,,,,,,,,,,
"	&nbsp;</div>",,,,,,,,,,,
<div>,,,,,,,,,,,
"	&nbsp;</div>",,,,,,,,,,,
",36.604,-118.733,Kings Canyon/Sequoia National Park""",1265.89,http://www.nps.gov/,,,,,,,,,
631,1255,Muir Beach Overlook,Amazing overlook of Stinson and Muir Beach,37.8619,-122.586,Golden Gate National Recreation Area - Marin,1464.95,http://www.nps.gov/,,,
632,1256,Valle Vista Staging Area,,37.8223,-122.138,EBMUD,1440.94,http://www.ebmud.com/,,,
633,1257,Wolfback Ridge,,37.8505,-122.495,Golden Gate National Recreation Area - Marin,1460.11,http://www.nps.gov/,,,
634,1259,Rapley Ranch Road (RR07),"<p>
	<strong>Russian Ridge Gate 7, on Rapley Ranch Road. </strong></p>
<p>
	Northernmost trail head for Russioan Ridge Open Space Preserve, managed by Midpeninsula Regional Open Space District.</p>
<p>
	Heading south from here there are ~19 contiguous miles of Bay Area Ridge Trail, to Sunnyvale Mt in Sanborn County Park. Of those, the northerly ~16 miles are open to bikers, all are open to hikers &amp; equestrians.</p>
<p>
	Learn more about the Bay Area Ridge Trail at <a href=http://www.ridgetrail.org"" target=""_blank"">Ridgetrail.org</a>.<br />",,,,,,,,
"	See a map of the <a href=""http://www.ridgetrail.org/index.php?option=com_content&amp;view=article&amp;id=131:skyline-ridge-and-russian-ridge-open-space-preserves&amp;catid=45:peninsula&amp;Itemid=155"" target=""_blank"">Ridge Trail in Russian Ridge OSP here</a>"," or view the Ridge Trail <a href=""http://ridgetrail.org/interactive_map/&amp;Itemid=99/"" target=""_blank"">Interactive Map here</a>..</p>",,,,,,,,,,
",37.3397,-122.222,Russian Ridge OSP""",1449.51,http://www.openspace.org,,,,,,,,,
635,1268,Golden Gate Bridge Plaza,"<p>
	Access the Golden Gate Bridge.</p>
<div>
	The first on-site center dedicated to telling the stories of the Golden Gate Bridge, the Pavilion welcomes visitors, provides orientation and information services, houses exhibits, and offers high-quality commemorative and interpretive merchandise.</div>
<div>
	&nbsp;</div>
<div>
	The new Pavilion opened to the public on May 8, 2012&mdash;in time for the 75th anniversary of the famous icon.</div>
<div>
	&nbsp;</div>
<div>
	In addition to interpretive panels, the Pavilion showcases a 12-foot Bridge &quot;test tower&quot; used in 1933.<br />
	&nbsp;</div>
<div>
	There is a nearby Golden Gate and Pacific Overlooks open to the public</div>
",37.8076,-122.475,Presidio,1459.34,http://www.nps.gov/,,,
636,1270,Vista Trail - Sonoma Coast State Park,,38.4777,-123.163,Sonoma Coast State Beach,1491.92,http://www.parks.ca.gov/,,,
637,1271,Goat Rock trailhead - Kortum Trail,,38.4323,-123.114,Sonoma Coast State Beach,1489.59,http://www.parks.ca.gov/,,,
638,1273,Goat Rock trailhead 2 - Kortum Trail,,38.4309,-123.109,Sonoma Coast State Beach,1489.33,http://www.parks.ca.gov/,,,
639,1274,Russian Gulch - Sonoma Coast State Park,,38.4704,-123.155,Sonoma Coast State Beach,1491.52,http://www.parks.ca.gov/,,,
640,1275,Prince Memorial Greenway,,38.4346,-122.718,Olive Park,1468.22,http://ci.santa-rosa.ca.us/,,,
641,1276,Pomo Trail - western trailhead - Sonoma Coast State Park,,38.4181,-123.103,Sonoma Coast State Beach,1489.09,http://www.parks.ca.gov/,,,
642,1277,Cardiac Trail - Fort Ross State Historic Park,,38.5017,-123.219,Fort Ross State Historic Park,1494.81,http://www.parks.ca.gov/,,,
643,1278,"Kortum Trail, Carlevaro Way, Sonoma Coast State Park",,38.4114,-123.099,Sonoma Coast State Beach,1488.9,http://www.parks.ca.gov/,,,
644,1279,Pythian Trailhead - Hood Mountain Regional Park,,38.4517,-122.574,Hood Mountain Regional Park,1460.34,http://parks.sonomacounty.ca.gov/,,,
645,1281,Spring Lake Regional Park / Annadel State Park,,38.4469,-122.649,Spring Lake Park,1464.43,http://parks.sonomacounty.ca.gov/,,,
646,1292,Bear Creek Staging Area,"<p>
	Remote area, great hiking around Briones Reservoir.&nbsp;</p>
",37.9225,-122.165,EBMUD,1441.64,http://www.ebmud.com/,,,
647,1293,Rancho Laguna Park Staging Area,,37.8088,-122.114,Rancho Laguna Park,1439.72,http://www.ci.moraga.ca.us/,,,
648,1341,Benicia State Park (Military West Entrance)  ,,38.0692,-122.185,Benicia State Recreation Area,1441.71,http://www.parks.ca.gov/,,,
649,1428,Coyote Creek Trail / Malaguerra Entrance Lot,"<p>
	Trailhead to the Coyote Creek Trail at the Visitor Center lot&nbsp;for Anderson Lake County Park.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",37.1669,-121.649,Coyote Creek Parkway,1419.88,http://www.parkhere.org/,,,
650,1430,Spring Valley Trail / Spring Valley Lot 7,"<p>
	Trailhead&nbsp;to the Spring Valley Trail&nbsp;in Ed R. Levin County Park.</p>
<p>
	&nbsp;</p>
<p>
	<a href=http://www.sccgov.org/sites/parks/Activities/Boating-Fishing/Pages/Fishing.aspx"" target=""_blank"">Follow this link for information about fishing in Santa Clara County Parks.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.4473,-121.847,Ed R. Levin County Park""",1428.13,http://www.parkhere.org/,,,,,,,,,
651,1431,Martin Murphy & Willow Springs Trail / Harvey Bear Lot,"<p>
	Trailhead at Harvey Bear Ranch entrance to Coyote Lake-Harvey&nbsp;Bear Ranch&nbsp;County Park. Trailhead leads to Martin Murphy Trail or Willow Springs Trail.</p>
",37.0993,-121.576,Coyote Lake-Harvey Bear Ranch County Park,1416.5,http://www.parkhere.org/,,,
652,1446,Los Gatos Creek Trail / Los Gatos Creek Lot,"<p>
	Trailhead to the&nbsp;Los Gatos Creek Trail in Los Gatos Creek County Park. The trail&nbsp;follows&nbsp;the creek&nbsp;4 miles north to Meridian Avenue, and 6 miles south to Lexington Reservoir.</p>
<p>
	&nbsp;</p>
<p>
	Dogs are allowed on-leash on the trail, or off-leash at the dog park just north of the trailhead.</p>
<p>
	&nbsp;</p>
<p>
	<a href=http://www.sccgov.org/sites/parks/Activities/Boating-Fishing/Pages/Fishing.aspx"" target=""_blank"">Follow this link for information about fishing in Santa Clara County Parks.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.2705,-121.95,Los Gatos Creek County Park""",1435.33,http://www.parkhere.org/,,,,,,,,,
653,1450,Blue Springs Trail / Inspiration Point Lot,"<p>
	Trailhead to the Blue Springs Trail in Mt. Madonna County Park.&nbsp;</p>
",37.0107,-121.715,Mt. Madonna County Park,1425,http://www.parkhere.org/,,,
654,1453,Joice Trail / Bernal-Gulnac-Joice Ranch Lot,"<p>
	Trailhead to&nbsp;the Joice Trail and Santa Teresa Springs Trail in Santa Teresa County Park.</p>
",37.2261,-121.799,Santa Teresa County Park,1427.49,http://www.parkhere.org/,,,
655,1454,Los Vaqueros Marina,"<p>
	A marina for fishing and two parking lots with access to a variety of trails and terrain. During reservoir expansion (completion by end of 2012), the marina is closed, but trails remain open.</p>
",37.8054,-121.746,Los Vaqueros Watershed,1419.77,http://www.ccwater.com/,,,
656,1456,Rim Trail / Chestnut Lot,"<p>
	Trailhead to the&nbsp;Rim Trail in Stevens Creek County Park.</p>
",37.3072,-122.073,Stevens Creek County Park,1441.67,http://www.parkhere.org/,,,
657,1466,Oakwood Valley,,37.8699,-122.527,Golden Gate National Recreation Area - Marin,1461.71,http://www.nps.gov/,,,
658,1472,"Salt Point State Park, Gerstle Cove","<p>
	A long way up the Sonoma Coast, but Salt Point is worth it! Great tidepooling, amazing geology, spectacular views. <a href=http://www.parks.ca.gov/?page_id=453"" target=""_blank"">Find out more here</a>.</p>",,,,,,,,
",38.5669,-123.332,Salt Point State Park""",1500.52,http://www.parks.ca.gov/,,,,,,,,,
659,1483,Ocean Beach (Balboa Ave),,37.7751,-122.512,Golden Gate National Recreation Area - San Francisco,1461.58,http://www.nps.gov/,,,
660,1484,Ocean Beach (Sloat Ave),"<p>
	Great access to Ocean beach!</p>
",37.7353,-122.507,Golden Gate National Recreation Area - San Francisco,1461.65,http://www.nps.gov/,,,
661,1485,Olema Valley,,38.0182,-122.771,Golden Gate National Recreation Area - Marin,1473.8,http://www.nps.gov/,,,
662,1486,Point Bonita,"<p>
	Access to the Point Bonita Lighthouse.</p>
",37.8217,-122.53,Golden Gate National Recreation Area - Marin,1462.21,http://www.nps.gov/,,,
663,1522,Hardie Avenue,,37.7967,-122.458,Presidio,1458.49,http://www.nps.gov/,,,
664,1523,Arlington Park,"<p>
	This 5.2 acre par, with shade,&nbsp; restroom, and tables, on the AC Transit 7 route, is a good start for several urban hikeswith great views. Explore Camp Herms, the Boy Scout camp just above, loop down through the El Cerrito Hillside Natural Area, or stop off on your way to or from Wildcat Canyon Park via Rifle Range Rd.</p>
",37.9236,-122.292,Arlington Park,1448.56,http://www.el-cerrito.org/,,,
665,1524,Rocky Point,"<p>
	&nbsp;</p>
<div>
	Discover the kind of view that make the California coastline famous&mdash;rocky reefs, rugged headlands, and the Pacific surf&mdash;between Muir Beach and Stinson Beach. Drive along Highway 1 (also known locally as Shoreline Highway) from Mill Valley to Point Reyes, and you will discover Rocky Point, one of the area&rsquo;s many scenic sites of spectacular coastline.</div>
<div>
	&nbsp;</div>
<div>
	Two miles north of Muir Beach on Highway 1, an unassuming driveway leads to Slide Ranch. This small demonstration farm and environmental education center is also one of five major tide pool exploration spots in the Bay Area. For those who prefer goats and chickens over tide pool life, Slide Ranch offers environmental and farm education programs between February and November</div>
",37.8868,-122.627,Golden Gate National Recreation Area - Marin,1466.97,http://www.nps.gov/,,,
666,1526,China Beach,,37.7874,-122.491,Jas D. Phelan Recreation Beach,1460.34,http://www.sfgov.org/,,,
667,1527,Cliff House,,37.7783,-122.514,Golden Gate National Recreation Area - San Francisco,1461.68,http://www.nps.gov/,,,
668,1528,Crissy Field - West Bluff,,37.8075,-122.47,Presidio,1459.08,http://www.nps.gov/,,,
669,1532,Kirby Cove,,37.8275,-122.491,Golden Gate National Recreation Area - Marin,1460.06,http://www.nps.gov/,,,
670,1533,Martinelli Ranch,,38.0899,-122.814,Golden Gate National Recreation Area - Marin,1475.62,http://www.nps.gov/,,,
671,1534,Hawk Hill,,37.8271,-122.499,Golden Gate National Recreation Area - Marin,1460.5,http://www.nps.gov/,,,
672,1535,Dias Ridge,,37.8849,-122.555,Golden Gate National Recreation Area - Marin,1463.07,http://www.nps.gov/,,,
673,1538,Jeep Trail,,37.8709,-122.142,EBMUD,1440.79,http://www.ebmud.com/,,,
674,1539,Hacienda Trail / Mockingbird Lot,"<p>
	Trailhead to the&nbsp;Hacienda Trail, New Almaden Trail, and Virl O. Norton Trail in Almaden Quicksilver County Park.</p>
",37.1933,-121.837,Almaden Quicksilver County Park,1429.86,http://www.parkhere.org/,,,
675,1541,Los Cerritos Trail / McKean Entrance Lot,"<p>
	Trailhead to the Los Cerritos Trail in Calero County Park.</p>
",37.1747,-121.761,Calero County Park,1425.92,http://www.parkhere.org/,,,
676,1546,North Rim Trail,"<p>
	Enter off Penitencia Creek Road. &nbsp;North Rim Trail runs through Alum Rock Park.</p>
",37.396,-121.823,Alum Rock,1427.3,http://www.sanjoseca.gov/,,,
677,1548,Agate Beach Parking ,,37.8967,-122.709,Agate Beach,1471.32,http://www.co.marin.ca.us/,,,
678,1555,"Shasta and Grizzly Peak, for hills-to-Tilden loops","<p>
	From the AC Transit stop at Shasta and Grizzly Peak,&nbsp; woodsy loops (or there-and-back walks) lead some of the main attractions in Tilden Regional Park, including Wildcat Gorge, Lake Anza, and the East Bay Regional Parks Botanic Garden.</p>
<p>
	&nbsp;</p>
",37.8904,-122.252,Tilden Regional Park,1446.64,http://www.ebparks.org/,,,
679,1558,Sibley Preserve North Entrance,,37.8563,-122.207,Sibley Volcanic Regional Preserve,1444.42,http://www.ebparks.org/,,,
680,1582,Sawtooth Trailhead,"<p>
	Amazing backcountry and day hikes up to Monarch, Crystal and Cobalt Lakes, as well as up over Sawtooth Pass.&nbsp;</p>
<p>
	See more here from <a href=http://www.nps.gov/seki/planyourvisit/mkdayhikesum.htm"" target=""_blank"">here</a>.&nbsp;</p>",,,,,,,,
",36.4531,-118.597,Kings Canyon/Sequoia National Park""",1259.98,http://www.nps.gov/,,,,,,,,,
681,1583,Tarwater Trailhead,,37.2763,-122.224,Pescadero Creek Park,1450.22,http://www.ci.sanmateo.ca.us/,,,
682,1589,Overlook Staging Area,"<p>
	Access to some wonderful trails around Briones and San Pablo Reservoirs.&nbsp;</p>
",37.9129,-122.202,EBMUD,1443.76,http://www.ebmud.com/,,,
683,1590,Orinda Connector Staging Area,"<p>
	Access to trails surrounding the Briones and San Pablo Reservoir.&nbsp;</p>
",37.8999,-122.21,EBMUD,1444.29,http://www.ebmud.com/,,,
684,1591,Wrights Lake Trailhead,"<p>
	Amazing access to Desolation Wilderness for Day Use hiking or backpacking (permit required).</p>
<p>
	Hike to any number of incredible high sierra lakes including Twin, Beauty, Dark, Maude, Gertrude, Island, Hemlock, Smith or Grouse Lake.&nbsp;</p>
<p>
	Wonderful non-motorized lake, tons of activities.&nbsp;</p>
",38.8481,-120.24,El Dorado National Forest,1332.87,http://www.fs.fed.us/,,,
685,1593,Back Ranch Campground,,38.006,-122.495,China Camp State Park,1458.96,http://www.parks.ca.gov/,,,
686,1596,Alviso Environmental Education Center,"<p>
	Trailhead for the New Chicago Marsh Trail and Mallard Slough Trail, which connects to the Alviso Slough Trail.&nbsp; Also the location of the Alviso Environmental Education Center.</p>
",37.4394,-121.959,Don Edwards National Wildlife Refuge,1434.32,http://www.fws.gov/data/,,,
687,1602,John Nicholas Trail / Black Rd.,"<p>
	Trailhead to the John Nicholas Trail in Sanborn County Park.</p>
<p>
	&nbsp;</p>
",37.2057,-122.038,Sanborn County Park,1440.71,http://www.parkhere.org/,,,
688,1617,White House Pool,"<p>
	A small county park at the base of Tomales Bay and a short hop from the Point Reyes National Seashore Heaquarters. A good place to park to launch kayaking trips on Lagunatis Creek, or just walk along the river. Read more at Marin County&#39;s <a href=http://www.marincounty.org/Depts/PK/Divisions/Parks/Whitehouse-Pool"" target=""_blank"">page for the park</a>.</p>",,,,,,,,
",38.0622,-122.817,White House Pool Fishing Access""",1475.97,http://www.dfg.ca.gov/,,,,,,,,,
689,1624,Coyote Ridge Trail / Mendoza Lot,"<p>
	Trailhead to the Coyote Ridge Trail and Mendoza Trail in Coyote Lake-Harvey Bear Ranch County Park.</p>
",37.0704,-121.523,Coyote Lake-Harvey Bear Ranch County Park,1413.91,http://www.parkhere.org/,,,
690,1628,Limantour Beach,"<p>
	Trailhead at one of the region&#39;s most spectacular beaches.&nbsp;</p>
",38.0264,-122.883,Point Reyes National Seashore,1479.82,http://www.nps.gov/,,,
691,1630,Sky Oaks Entrance/Bullfrog Road,"<p>
	<strong>Bull Frog Road</strong> is one of the few trails from the Sky Oaks trailheads that is not either very steep or too narrow and rough for a wheelchair. From the park entrance, cross a pleasant oak-studded meadow to where the trail splits, and turn left (in the dry season you could take the right turn, Meadow Club Road, and skirt a golf course for about 0.7 mile to reach Bolinas Road, but that&rsquo;s not a particularly appealing walk). By going left, you&rsquo;ll take a boardwalk across a seasonal marsh, and continue another few hundred feet through riparian woods to a steep stretch that most wheelchair users won&rsquo;t want to attempt. Distance to this point is about .4 mile. If you continue, you&rsquo;ll pass a clearing where maintenance machinery is parked by piles of gravel and lumber, before reaching a parking area overlooking marshes along an arm of Alpine Lake. The map seems to show you can make a loop of this, and I have, more than once, but it&rsquo;s a mistake. Sky Oaks Road is very narrow, with no shoulder, uncomfortable to walk even though the speed limit is 15 mph.</p>
<p>
	<strong>Details: </strong>There is a fee to park; dogs are permitted on leash; bikes are not allowed on this trail. There&rsquo;s an inaccessible portapotty in the Sky Oaks entrance parking lot.</p>
",37.9665,-122.605,Marin Municipal Water District Watershed,1465.21,http://www.marinwater.org/,,,
692,1643,Merchant Road,"<p>
	New trail in Presidio</p>
",37.805,-122.477,Presidio,1459.44,http://www.nps.gov/,,,
693,2639,Hidden Springs Trail / Pueblo Day Use Area,"<p>
	Trailhead to the Hidden Springs Trail and Mine Trail in Santa Teresa County Park.</p>
",37.2139,-121.786,Santa Teresa County Park,1426.88,http://www.parkhere.org/,,,
694,2646,Tidewater Boating Center,"<p>
	<strong>Non-motorized Small Boat Launch</strong></p>
<p>
	Tidewater Boating Center is located on the shore of the Oakland Estuary in San Leandro Bay. San Leandro Bay offers a quiet paddle with opportunities to see shorebirds and harbor seals, and if you are lucky, leopard sharks and bat rays.</p>
<p>
	From San Leandro Bay, you can head east to the more challenging boating conditions of the open waters of San Francisco Bay, and perhaps land at Crown Beach in Alameda. Paddling in the more protected Oakland Estuary, you can experience the mixture of history, industry, commercial activity, and houseboats found here, perhaps landing at Jack London Square after passing Coast Guard Island. Beyond Jack London Square you are advised to beware of ferry boats and very large commercial shipping vessels.</p>
<p>
	Tidewater Boating Center has a low float dock and&nbsp; two gangways, one of which is fully accessible. There are boat wheels available to borrow.</p>
",37.7624,-122.223,MLK Regional Shoreline,1446.04,http://www.ebparks.org/,,,
695,2648,Ayala Cove,"<p>
	Information for non-motorized small boaters:</p>
<p>
	Angel Island offers spectacular views, secluded beaches, hiking and biking trails, camping, a caf&eacute;, and cultural history attractions. There are several interesting scenic destinations Water Trail users can visit around the island.</p>
<p>
	Ayala Cove is the main entrance to the island where passenger ferries land. There are 40 boat slips or 27 moorings that are available on a first-come, first-served basis (day use fee applies). Alternatively, you can land on the beach or share the designated dingy slips (entrance fee applies). Pulling boats onto the shore or seawall is permitted.</p>
<p>
	Boat slips at Ayala Cove are available on a first-come, first-served basis and are open 8:00 am to sunset. Ayala Cove also has overnight moorings that require a dinghy or drop off to reach the island. Boaters can anchor at other island shoreline locations (not at Ayala Cove) and come on-shore with a dinghy. Boaters may access the island until 10:00 pm. An overnight use fee applies. A State Park entrance fee is charged for both day-use and overnight mooring with a 7-day limit.</p>
",37.8676,-122.435,Angel Island State Park,1456.72,http://www.parks.ca.gov/,,,
696,2649,Wood Road Trail / Hicks Road Lot,"<p>
	Trailhead to Wood Road Trail in Almaden Quicksilver County Park.</p>
",37.1754,-121.862,Almaden Quicksilver County Park,1431.4,http://www.parkhere.org/,,,
697,2650,Sanborn Trail / Costanoan Lot,"<p>
	Trailhead to the Sanborn Trail and Peterson Trail in Sanborn County Park.</p>
<p>
	&nbsp;</p>
",37.2334,-122.062,Sanborn County Park,1441.77,http://www.parkhere.org/,,,
698,2651,Lookout Trail / Lot 4,"<p>
	Trailhead to the Lookout Trail in Villa Montalvo County Park.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	Dogs allowed on forest trails only, not on the Villa grounds and Botanical Gardens.</p>
<p>
	&nbsp;</p>
",37.244,-122.029,Villa Montalvo County Park,1439.89,http://www.parkhere.org/,,,
699,2652,Alviso Slough Trail / Alviso Main Lot,,37.4298,-121.979,Alviso Marina County Park,1435.49,http://www.parkhere.org/,,,
700,2653,Live Oak Trail / Live Oak Lot,"<p>
	Trailhead to Live Oak and Serpentine Trails in Anderson Lake County Park.</p>
",37.1651,-121.638,Anderson Lake County Park,1419.28,http://www.parkhere.org/,,,
701,2654,Serpentine Trail / Toyon Lot,"<p>
	Trailhead to the&nbsp;Serpentine Trail in Anderson Lake County Park.</p>
",37.1651,-121.633,Anderson Lake County Park,1419,http://www.parkhere.org/,,,
702,2655,Lakeview Trail / Boat Launch Lot,"<p>
	Trailhead to the&nbsp;Lakeview Trail in the Rosendin Area of Anderson Lake County Park.</p>
<p>
	&nbsp;</p>
<p>
	Also parking for the Anderson Lake boat launch. <a href=http://www.sccgov.org/sites/parks/Activities/Boating-Fishing/Pages/BoatingFishing.aspx"" target=""_blank"">Follow this link for information about boating and fishing in Santa Clara County Parks.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.1644,-121.626,Anderson Lake County Park""",1418.64,http://www.parkhere.org/,,,,,,,,,
703,2656,Lakeside Trail / Twin Redwoods Lot,"<p>
	Trailhead to Lakeside Trail in Coyote Lake-Harvey Bear Ranch County Park.</p>
",37.1154,-121.55,Coyote Lake-Harvey Bear Ranch County Park,1414.97,http://www.parkhere.org/,,,
704,2657,Harvey Bear Trail / Dam Parking Lot,"<p>
	Trailhead to Harvey Bear Trail in Coyote Lake-Harvey Bear County Park.</p>
",37.1176,-121.552,Coyote Lake-Harvey Bear Ranch County Park,1415.03,http://www.parkhere.org/,,,
705,2658,Ohlone Trail / Launch Ramp Lot,"<p>
	Trailhead to Ohlone, Valley Oak, and Coyote Ridge Trails in Coyote Lake-Harvey Bear Ranch County Park.</p>
<p>
	&nbsp;</p>
<p>
	Also parking for the Coyote Lake boat launch. <a href=http://www.sccgov.org/sites/parks/Activities/Boating-Fishing/Pages/BoatingFishing.aspx"" target=""_blank"">Follow this link for information about boating and fishing in Santa Clara County Parks.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.0924,-121.543,Coyote Lake-Harvey Bear Ranch County Park""",1414.77,http://www.parkhere.org/,,,,,,,,,
706,2659,Campground Trail / Campground Lot,"<p>
	Trailhead to Campground, Valley Oak, and Coyote Ridge Trails in Coyote Lake-Harvey Bear Ranch County Park.</p>
",37.0802,-121.531,Coyote Lake-Harvey Bear Ranch County Park,1414.23,http://www.parkhere.org/,,,
707,2660,Lakeside Trail / Visitor Center Lot,"<p>
	Trailhead to Lakeside Trail in Coyote Lake-Harvey Bear Ranch County Park.</p>
",37.0784,-121.528,Coyote Lake-Harvey Bear Ranch County Park,1414.12,http://www.parkhere.org/,,,
708,2661,Airpoint Trail / Calaveras Road Staging Lot,"<p>
	Trailhead to Airpoint Trail in Ed R. Levin County Park.</p>
",37.4489,-121.847,Ed R. Levin County Park,1428.13,http://www.parkhere.org/,,,
709,2662,Spring Valley Trail / Spring Valley Lot 1,"<p>
	Trailhead to Spring Valley Trail in Ed R. Levin County Park.</p>
<p>
	&nbsp;</p>
<p>
	<a href=http://www.sccgov.org/sites/parks/Activities/Boating-Fishing/Pages/Fishing.aspx"" target=""_blank"">Follow this link for information about fishing in Santa Clara County Parks.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.4474,-121.85,Ed R. Levin County Park""",1428.29,http://www.parkhere.org/,,,,,,,,,
710,2663,Spring Valley Trail / Oak Knoll Lot,"<p>
	Trailhead to Spring Valley Trail in Ed R. Levin County Park.</p>
",37.4457,-121.856,Ed R. Levin County Park,1428.63,http://www.parkhere.org/,,,
711,2664,Sandy Wool Trail / Downing Road Lot 3,"<p>
	Trailhead to Sandy Wool, Tularcitos, Calera Creek, and Calaveras Ridge Trails in Ed R. Levin County Park.</p>
<p>
	&nbsp;</p>
<p>
	<a href=http://www.sccgov.org/sites/parks/Activities/Boating-Fishing/Pages/Fishing.aspx"" target=""_blank"">Follow this link for information about fishing in Santa Clara County Parks.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.4564,-121.866,Ed R. Levin County Park""",1429.08,http://www.parkhere.org/,,,,,,,,,
712,2665,Coyote Creek Trail / Cottonwood West Lot,"<p>
	Trailhead to Coyote Creek Trail, and Cottonwood Lake Loop Trail, in Hellyer County Park.</p>
<p>
	&nbsp;</p>
<p>
	<a href=http://www.sccgov.org/sites/parks/Activities/Boating-Fishing/Pages/Fishing.aspx"" target=""_blank"">Follow this link for information about fishing in Santa Clara County Parks.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.2799,-121.812,Hellyer County Park""",1427.74,http://www.parkhere.org/,,,,,,,,,
713,2666,Coyote Creek Trail / Cottonwood East Lot 1,"<p>
	Trailhead to Coyote Creek Trail, and Cottonwood Lake Loop Trail, in Hellyer County Park.</p>
<p>
	&nbsp;</p>
<p>
	<a href=http://www.sccgov.org/sites/parks/Activities/Boating-Fishing/Pages/Fishing.aspx"" target=""_blank"">Follow this link for information about fishing in Santa Clara County Parks.</a></p>",,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
<p>,,,,,,,,,,,
"	&nbsp;</p>",,,,,,,,,,,
",37.2798,-121.808,Hellyer County Park""",1427.51,http://www.parkhere.org/,,,,,,,,,
714,2667,Coyote Creek Trail / San Juan Bautista Lot,"<p>
	Trailhead to Coyote Creek Trail in Hellyer County Park.</p>
",37.2852,-121.812,Hellyer County Park,1427.68,http://www.parkhere.org/,,,
715,2668,Motorcycle Park / Metcalf Lot,"<p>
	Trailhead to all trails in Motorycle County Park. Motorcycle Park offers trails for the advanced and beginner motorcyclist and ATV rider. In addition to the 20 miles of dirt trails, there are motocross tracks and a Quarter Midget track, picnic areas and restroom facilities.</p>
",37.2362,-121.719,Motorcycle County Park,1423.06,http://www.parkhere.org/,,,
716,2669,Coyote Creek Trail / Basking Ridge Ave. Lot,"<p>
	Trailhead to the Coyote Creek Trail in Coyote Creek Parkway.</p>
<p>
	&nbsp;</p>
",37.2413,-121.764,Coyote Creek Parkway,1425.48,http://www.parkhere.org/,,,
717,2670,Merry-Go-Round & Ridge Trail / Sprig Recreation Area,"<p>
	Trailhead to Merry-Go-Round and Ridge Trails in the Sprig Recreation Area of Mt. Madonna County Park.</p>
",37.005,-121.682,Mt. Madonna County Park,1423.22,http://www.parkhere.org/,,,
718,2671,Tan Oak Trail / Tan Oak Lot,"<p>
	Trailhead to Tan Oak Trail in Mt. Madonna County Park.</p>
",37.013,-121.71,Mt. Madonna County Park,1424.7,http://www.parkhere.org/,,,
719,2672,Lower Miller Trail / Visitor Center Lot,"<p>
	Trailhead to the Lower Miller Trail in Mt. Madonna County Park.</p>
<p>
	&nbsp;</p>
",37.0119,-121.705,Mt. Madonna County Park,1424.41,http://www.parkhere.org/,,,
720,2673,Sprig Trail / Sprig Recreation Area,"<p>
	Trailhead to Sprig Trail in the Sprig Recreation Area of Mt. Madonna County Park.</p>
",37.0042,-121.682,Mt. Madonna County Park,1423.25,http://www.parkhere.org/,,,
721,2674,Upper Miller Trail / Amphitheater Group Lot,"<p>
	Trailhead to the Upper Miller Trail, and access to the amphitheater and&nbsp;group picnic site&nbsp;in Mt. Madonna County Park.</p>
",37.0116,-121.708,Mt. Madonna County Park,1424.59,http://www.parkhere.org/,,,
722,2677,Hammon-Snyder Loop Trail / Equestrian Lot,"<p>
	Trailhead to Hammon-Snyder Loop Trail, Coyote Trail, and Permanente Creek Trail in Rancho San Antonio County Park.</p>
",37.3297,-122.086,Rancho San Antonio County Park,1442.17,http://www.parkhere.org/,,,
723,2678,Skyline Trail / Sunnyvale Mountain Lot,"<p>
	Trailhead to the Skyline Trail in Sanborn County Park.</p>
<p>
	&nbsp;</p>
",37.217,-122.07,Sanborn County Park,1442.34,http://www.parkhere.org/,,,
